ID_NIP	ID_KIT	Gene-Fam	NIP_canoncal	KIT_canonical
Chr05_04239980	kitaake_Chr05_04505107	RLK	Canonic	Canonic
Chr05_05446871	kitaake_Chr05_05768530	UC	Canonic	Canonic
Chr05_07211727	kitaake_Chr05_07542175	NLR	Canonic	Canonic
Chr05_07330296	kitaake_Chr05_07660290	NLR	Canonic	Canonic
Chr05_08534757	kitaake_Chr05_08900092	NLR	Canonic	Canonic
Chr05_08879371	kitaake_Chr05_09254140	RLK	Canonic	Canonic
Chr05_09147922	kitaake_Chr05_09522723	NLR	notCanonic	notCanonic
Chr05_09154980	kitaake_Chr05_09529775	NLR	notCanonic	notCanonic
Chr05_09318044	kitaake_Chr05_09692900	RLK	Canonic	Canonic
Chr05_09461699	kitaake_Chr05_09858551	RLK	Canonic	Canonic
Chr05_09517551	kitaake_Chr05_09914404	RLK	Canonic	Canonic
Chr05_09586066	kitaake_Chr05_09997275	RLK	Canonic	Canonic
Chr05_09643930	kitaake_Chr05_10055139	RLK	Canonic	Canonic
Chr05_09722450	kitaake_Chr05_10133682	RLK	notCanonic	notCanonic
Chr05_10126180	kitaake_Chr05_11535042	RLK	Canonic	Canonic
Chr05_10232800	kitaake_Chr05_11428421	RLK	Canonic	Canonic
Chr05_10404235	None	RLK	Canonic	NA
Chr05_13277175	kitaake_Chr05_13308630	NLR	notCanonic	notCanonic
Chr05_13817708	kitaake_Chr05_13860983	NLR	notCanonic	notCanonic
Chr05_13834310	kitaake_Chr05_13877582	RLK	Canonic	Canonic
Chr05_17517293	kitaake_Chr05_17562134	NLR	notCanonic	notCanonic
Chr05_18342847	kitaake_Chr05_18391763	NLR	Canonic	notCanonic
Chr05_18354322	kitaake_Chr05_18403237	NLR	Canonic	Canonic
Chr05_18377214	kitaake_Chr05_18426124	NLR	Canonic	Canonic
Chr05_18396847	kitaake_Chr05_18445758	NLR	Canonic	Canonic
Chr05_19118218	kitaake_Chr05_19169945	RLP	Canonic	Canonic
Chr05_19449733	kitaake_Chr05_19501360	RLP	Canonic	Canonic
Chr05_19829198	kitaake_Chr05_19880974	RLK	Canonic	Canonic
Chr05_20258661	kitaake_Chr05_20310650	NLR	Canonic	Canonic
Chr05_20266361	kitaake_Chr05_20318350	NLR	Canonic	Canonic
Chr05_20285741	kitaake_Chr05_20337730	RLK	Canonic	Canonic
Chr05_23116818	kitaake_Chr05_23238304	RLK	Canonic	Canonic
Chr05_23524087	kitaake_Chr05_23643504	RLK	Canonic	Canonic
Chr05_23585400	kitaake_Chr05_23704821	NLR	Canonic	Canonic
Chr05_23586768	kitaake_Chr05_23706189	NLR	Canonic	Canonic
Chr05_23608342	kitaake_Chr05_23727763	RLK	Canonic	Canonic
Chr05_23654542	kitaake_Chr05_23773988	RLK	Canonic	Canonic
Chr05_23905329	kitaake_Chr05_24025165	RLK	Canonic	Canonic
Chr05_24151478	kitaake_Chr05_24271347	RLP	Canonic	Canonic
Chr05_24184535	kitaake_Chr05_24304463	NLR	Canonic	Canonic
Chr05_24197214	kitaake_Chr05_24317143	NLR	notCanonic	notCanonic
Chr05_26025719	kitaake_Chr05_26231527	RLK	Canonic	Canonic
Chr05_26113320	kitaake_Chr05_26345194	RLK	Canonic	Canonic
Chr05_26120321	kitaake_Chr05_26352195	RLK	Canonic	Canonic
Chr05_26131430	kitaake_Chr05_26363303	RLK	Canonic	Canonic
Chr05_26143305	kitaake_Chr05_26375178	RLK	Canonic	Canonic
Chr05_26153207	kitaake_Chr05_26385081	RLK	Canonic	Canonic
Chr05_26159844	kitaake_Chr05_26391718	RLK	notCanonic	notCanonic
Chr05_29132313	kitaake_Chr05_29430715	NLR	notCanonic	notCanonic
Chr05_29132875	kitaake_Chr05_29431238	NLR	notCanonic	notCanonic
Chr05_29307333	kitaake_Chr05_29605543	RLK	Canonic	Canonic
Chr05_29681781	kitaake_Chr05_29977884	RLK	Canonic	Canonic
Chr06_01351183	kitaake_Chr06_01386253	NLR	Canonic	Canonic
Chr06_01605798	kitaake_Chr06_01641175	RLK	Canonic	Canonic
Chr06_01864557	kitaake_Chr06_01900260	RLK	Canonic	Canonic
Chr06_02098813	kitaake_Chr06_02134583	RLP	Canonic	Canonic
Chr06_02110063	kitaake_Chr06_02145833	RLP	Canonic	Canonic
Chr06_02115430	kitaake_Chr06_02151200	RLP	Canonic	Canonic
Chr06_02410328	kitaake_Chr06_02455358	NLR	Canonic	Canonic
Chr06_02977720	kitaake_Chr06_03034038	NLR	Canonic	Canonic
Chr06_02984289	kitaake_Chr06_03040607	NLR	Canonic	Canonic
Chr06_02989061	kitaake_Chr06_03045379	NLR	Canonic	Canonic
Chr06_03239082	kitaake_Chr06_03297291	NLR	Canonic	Canonic
Chr06_03246263	kitaake_Chr06_03304472	NLR	notCanonic	notCanonic
Chr06_03408671	kitaake_Chr06_03467331	RLP	Canonic	Canonic
Chr06_03661323	kitaake_Chr06_03720612	UC	Canonic	Canonic
Chr06_03960590	kitaake_Chr06_03981808	RLP	Canonic	Canonic
Chr06_04326731	kitaake_Chr06_04373486	RLK	Canonic	Canonic
Chr06_04334806	kitaake_Chr06_04381561	RLK	Canonic	Canonic
Chr06_04342791	kitaake_Chr06_04389536	RLK	Canonic	Canonic
Chr06_05018115	kitaake_Chr06_05156578	RLK	Canonic	Canonic
Chr06_05251473	kitaake_Chr06_05390531	RLK	Canonic	Canonic
Chr06_06488130	kitaake_Chr06_06628688	RLK	Canonic	Canonic
Chr06_07333622	kitaake_Chr06_07498087	RLK	Canonic	Canonic
Chr06_08918582	kitaake_Chr06_09115437	NLR	notCanonic	notCanonic
Chr06_08939018	kitaake_Chr06_09135929	NLR	notCanonic	notCanonic
Chr06_09150341	kitaake_Chr06_09368424	RLK	Canonic	Canonic
Chr06_09289327	kitaake_Chr06_09523921	RLK	Canonic	Canonic
Chr06_09316158	kitaake_Chr06_09550763	RLK	Canonic	Canonic
Chr06_09423051	kitaake_Chr06_09657702	UC	Canonic	Canonic
Chr06_09724859	kitaake_Chr06_09959731	NLR	Canonic	Canonic
Chr06_10375889	kitaake_Chr06_10567772	NLR	Canonic	Canonic
None	kitaake_Chr06_10580471	NLR	NA	notCanonic
Chr06_10382004	kitaake_Chr06_10587149	NLR	notCanonic	notCanonic
Chr06_10397097	kitaake_Chr06_10603092	NLR	Canonic	notCanonic
Chr06_10405659	kitaake_Chr06_10612265	NLR	notCanonic	Canonic
Chr06_10421138	kitaake_Chr06_10628739	NLR	notCanonic	Canonic
Chr06_10437207	kitaake_Chr06_10677873	NLR	notCanonic	notCanonic
Chr06_10446051	kitaake_Chr06_10686748	NLR	notCanonic	notCanonic
Chr06_11500110	kitaake_Chr06_11714792	NLR	Canonic	Canonic
Chr06_12070739	kitaake_Chr06_12322469	NLR	notCanonic	notCanonic
Chr06_13058027	kitaake_Chr06_13310408	NLR	notCanonic	notCanonic
Chr06_13541654	kitaake_Chr06_13794222	RLK	Canonic	Canonic
Chr06_16198360	kitaake_Chr06_16567100	RLK	Canonic	Canonic
Chr06_17584536	kitaake_Chr06_17999031	NLR	notCanonic	notCanonic
Chr06_19434895	kitaake_Chr06_19063477	NLR	notCanonic	notCanonic
Chr06_20522201	kitaake_Chr06_20151808	RLK	Canonic	Canonic
Chr06_21255311	kitaake_Chr06_20843470	RLK	Canonic	Canonic
Chr06_21274554	kitaake_Chr06_20862679	RLP	Canonic	Canonic
Chr06_21279322	kitaake_Chr06_20867447	RLK	Canonic	Canonic
Chr06_22398668	kitaake_Chr06_22070311	NLR	notCanonic	notCanonic
None	kitaake_Chr06_22330326	RLK	NA	Canonic
Chr06_22714602	kitaake_Chr06_22365285	RLK	Canonic	Canonic
Chr06_22804441	kitaake_Chr06_22413666	RLK	notCanonic	notCanonic
Chr06_22863057	kitaake_Chr06_22464358	RLK	Canonic	Canonic
Chr06_22938990	kitaake_Chr06_22532817	RLK	Canonic	Canonic
Chr06_22951396	kitaake_Chr06_22545220	RLK	Canonic	Canonic
Chr06_22958561	kitaake_Chr06_22552385	RLK	Canonic	Canonic
Chr06_22969122	kitaake_Chr06_22562998	RLK	Canonic	Canonic
Chr06_22992411	kitaake_Chr06_22586287	RLK	notCanonic	notCanonic
Chr06_23005341	kitaake_Chr06_22599216	RLK	Canonic	Canonic
Chr06_23016201	kitaake_Chr06_22610074	RLK	notCanonic	notCanonic
Chr06_23052316	kitaake_Chr06_22646152	RLP	Canonic	Canonic
Chr06_23093973	kitaake_Chr06_22687809	RLK	Canonic	Canonic
Chr06_23131803	kitaake_Chr06_22725634	RLK	Canonic	Canonic
Chr06_23148606	kitaake_Chr06_22742435	RLK	notCanonic	notCanonic
Chr06_23358852	kitaake_Chr06_22940980	NLR	notCanonic	notCanonic
Chr06_24866966	kitaake_Chr06_24465559	NLR	Canonic	Canonic
Chr06_24935193	kitaake_Chr06_24533786	NLR	Canonic	Canonic
Chr06_24944377	kitaake_Chr06_24542970	NLR	Canonic	Canonic
Chr06_24951289	kitaake_Chr06_24549892	NLR	Canonic	Canonic
Chr06_24958460	kitaake_Chr06_24557063	NLR	notCanonic	notCanonic
Chr06_24976052	kitaake_Chr06_24574655	NLR	notCanonic	notCanonic
Chr06_25348635	kitaake_Chr06_24947837	UC	Canonic	Canonic
Chr06_25732888	kitaake_Chr06_25332643	RLK	Canonic	Canonic
Chr06_25949428	kitaake_Chr06_25559310	RLK	Canonic	Canonic
Chr06_26279804	kitaake_Chr06_25910240	NLR	Canonic	notCanonic
Chr06_26953958	kitaake_Chr06_26603627	RLP	notCanonic	notCanonic
Chr06_27226619	kitaake_Chr06_26895391	RLK	Canonic	Canonic
Chr06_27339387	kitaake_Chr06_27031219	RLK	Canonic	Canonic
Chr06_27622829	kitaake_Chr06_27330475	RLK	Canonic	Canonic
Chr06_27666632	kitaake_Chr06_27374280	NLR	Canonic	Canonic
None	kitaake_Chr06_28161378	RLK	NA	Canonic
None	kitaake_Chr06_28165947	RLK	NA	Canonic
Chr06_28853501	kitaake_Chr06_28589472	RLK	Canonic	Canonic
Chr06_28870890	kitaake_Chr06_28606858	RLK	Canonic	Canonic
Chr06_28873805	kitaake_Chr06_28609773	RLK	notCanonic	notCanonic
Chr06_28878068	kitaake_Chr06_28614036	RLK	Canonic	Canonic
Chr06_28892150	kitaake_Chr06_28628113	RLK	Canonic	Canonic
Chr06_28901805	kitaake_Chr06_28637768	RLK	Canonic	Canonic
Chr06_28907909	kitaake_Chr06_28643873	RLP	Canonic	Canonic
Chr06_28929228	kitaake_Chr06_28665194	NLR	notCanonic	notCanonic
Chr06_29356136	kitaake_Chr06_29097381	NLR	notCanonic	notCanonic
Chr06_29682808	kitaake_Chr06_29424088	NLR	Canonic	Canonic
Chr06_29906667	kitaake_Chr06_29649378	NLR	notCanonic	notCanonic
Chr06_29923705	kitaake_Chr06_29666416	NLR	Canonic	Canonic
Chr06_29931821	kitaake_Chr06_29674532	NLR	Canonic	Canonic
Chr06_29945554	kitaake_Chr06_29688263	NLR	Canonic	Canonic
Chr06_30474459	kitaake_Chr06_30274091	RLK	Canonic	Canonic
Chr07_00425022	kitaake_Chr07_00495384	RLK	Canonic	Canonic
Chr07_00841812	kitaake_Chr07_00912645	RLP	notCanonic	notCanonic
Chr07_01120936	kitaake_Chr07_01191889	RLK	Canonic	Canonic
None	kitaake_Chr07_01211618	RLK	NA	Canonic
Chr07_01683186	None	RLK	Canonic	NA
Chr07_01816006	kitaake_Chr07_01806319	RLK	Canonic	Canonic
Chr07_01851557	kitaake_Chr07_01841951	RLK	Canonic	Canonic
Chr07_02152124	kitaake_Chr07_02142599	NLR	Canonic	Canonic
Chr07_02167122	kitaake_Chr07_02157596	NLR	Canonic	Canonic
Chr07_02318127	kitaake_Chr07_02308606	RLK	Canonic	Canonic
Chr07_02761631	kitaake_Chr07_02760546	RLK	Canonic	Canonic
Chr07_03583971	kitaake_Chr07_03540867	RLK	Canonic	Canonic
Chr07_04585208	kitaake_Chr07_04496735	NLR	notCanonic	notCanonic
Chr07_04619843	kitaake_Chr07_04546097	NLR	Canonic	Canonic
Chr07_05273419	kitaake_Chr07_05212604	NLR	Canonic	Canonic
None	kitaake_Chr07_05221720	NLR	NA	Canonic
Chr07_05293886	kitaake_Chr07_05242323	NLR	Canonic	Canonic
Chr07_05726515	kitaake_Chr07_05613029	NLR	Canonic	Canonic
Chr07_05777263	kitaake_Chr07_05663783	RLK	Canonic	Canonic
None	kitaake_Chr07_06188269	RLK	NA	Canonic
Chr07_07244764	kitaake_Chr07_07119572	NLR	notCanonic	notCanonic
Chr07_08468428	kitaake_Chr07_08381052	RLK	notCanonic	notCanonic
Chr07_10145905	kitaake_Chr07_10074820	NLR	notCanonic	notCanonic
Chr07_10159775	kitaake_Chr07_10088690	NLR	Canonic	Canonic
Chr07_10173194	kitaake_Chr07_10102109	NLR	Canonic	Canonic
Chr07_10286888	kitaake_Chr07_10208051	NLR	notCanonic	notCanonic
Chr07_11435933	kitaake_Chr07_11372145	NLR	Canonic	notCanonic
Chr07_15191864	kitaake_Chr07_14996732	NLR	notCanonic	notCanonic
Chr07_15195541	kitaake_Chr07_15000410	NLR	Canonic	Canonic
Chr07_15446746	kitaake_Chr07_15251597	NLR	notCanonic	notCanonic
Chr07_15931490	kitaake_Chr07_15765571	NLR	Canonic	Canonic
Chr07_16531646	kitaake_Chr07_16353860	RLP	notCanonic	notCanonic
Chr07_16722609	kitaake_Chr07_16567728	RLP	notCanonic	notCanonic
Chr07_17524087	kitaake_Chr07_17364281	NLR	Canonic	Canonic
Chr07_17534329	kitaake_Chr07_17374523	NLR	Canonic	Canonic
Chr07_18692305	kitaake_Chr07_18572405	RLK	Canonic	Canonic
Chr07_18904535	kitaake_Chr07_18784885	NLR	Canonic	Canonic
Chr07_18920341	kitaake_Chr07_18800691	RLP	Canonic	Canonic
Chr07_20135239	kitaake_Chr07_20066649	NLR	Canonic	Canonic
Chr07_20155591	kitaake_Chr07_20087004	NLR	Canonic	Canonic
Chr07_20157911	kitaake_Chr07_20089324	NLR	Canonic	notCanonic
Chr07_20170141	kitaake_Chr07_20101556	NLR	Canonic	Canonic
Chr07_20174058	kitaake_Chr07_20105474	NLR	Canonic	Canonic
Chr07_20822105	kitaake_Chr07_20708101	NLR	Canonic	Canonic
Chr07_21029434	kitaake_Chr07_20933520	UC	Canonic	Canonic
Chr07_22676749	kitaake_Chr07_22578768	RLK	Canonic	Canonic
Chr07_22827257	kitaake_Chr07_22729871	RLK	Canonic	Canonic
Chr07_23210602	kitaake_Chr07_23186862	RLK	Canonic	Canonic
Chr07_24351636	kitaake_Chr07_24339524	RLK	Canonic	Canonic
Chr07_24459910	kitaake_Chr07_24436806	NLR	Canonic	Canonic
Chr07_24621258	kitaake_Chr07_24681189	RLK	Canonic	Canonic
Chr07_25517020	kitaake_Chr07_25478871	RLK	Canonic	Canonic
Chr07_25950325	kitaake_Chr07_25912427	RLK	Canonic	Canonic
Chr07_28866172	kitaake_Chr07_28848993	RLK	Canonic	Canonic
Chr08_00342215	kitaake_Chr08_00344749	NLR	Canonic	Canonic
Chr08_00974328	kitaake_Chr08_00981379	RLK	Canonic	Canonic
Chr08_02771088	kitaake_Chr08_02768839	RLK	Canonic	Canonic
Chr08_02878953	kitaake_Chr08_02877490	NLR	Canonic	Canonic
Chr08_03108896	kitaake_Chr08_03107476	NLR	Canonic	Canonic
Chr08_04088233	kitaake_Chr08_04139548	NLR	notCanonic	notCanonic
Chr08_04106065	kitaake_Chr08_04157680	NLR	Canonic	Canonic
Chr08_04111868	kitaake_Chr08_04163483	NLR	notCanonic	notCanonic
Chr08_04138358	kitaake_Chr08_04189944	NLR	Canonic	Canonic
Chr08_04151915	kitaake_Chr08_04203528	NLR	Canonic	Canonic
Chr08_04344455	kitaake_Chr08_04416300	RLK	Canonic	Canonic
Chr08_04352911	kitaake_Chr08_04424756	NLR	notCanonic	notCanonic
Chr08_04440181	kitaake_Chr08_04526346	NLR	Canonic	Canonic
Chr08_04462101	kitaake_Chr08_04548264	NLR	Canonic	Canonic
Chr08_04474830	kitaake_Chr08_04560930	NLR	Canonic	Canonic
Chr08_04487727	kitaake_Chr08_04573822	NLR	Canonic	Canonic
Chr08_05279294	kitaake_Chr08_05342448	NLR	Canonic	Canonic
Chr08_05469304	kitaake_Chr08_05530451	NLR	Canonic	Canonic
Chr08_05879195	kitaake_Chr08_05945868	RLK	Canonic	Canonic
Chr08_05942667	kitaake_Chr08_06009308	RLK	Canonic	Canonic
Chr08_05967847	kitaake_Chr08_06034487	NLR	Canonic	Canonic
Chr08_05980963	kitaake_Chr08_06054727	RLK	Canonic	Canonic
Chr08_05998249	kitaake_Chr08_06072002	RLK	Canonic	Canonic
Chr08_06015818	kitaake_Chr08_06089591	RLK	Canonic	Canonic
Chr08_06032317	kitaake_Chr08_06106150	RLK	Canonic	Canonic
Chr08_06040604	kitaake_Chr08_06114437	RLK	Canonic	Canonic
Chr08_06127785	kitaake_Chr08_06195730	NLR	Canonic	Canonic
Chr08_06138056	kitaake_Chr08_06206002	NLR	Canonic	Canonic
None	kitaake_Chr08_07227447	NLR	NA	Canonic
Chr08_07551330	kitaake_Chr08_07772943	NLR	Canonic	Canonic
Chr08_08232048	kitaake_Chr08_08453647	NLR	notCanonic	notCanonic
Chr08_08908418	kitaake_Chr08_09124721	NLR	notCanonic	notCanonic
Chr08_08926372	kitaake_Chr08_09142723	NLR	notCanonic	notCanonic
Chr08_08939573	kitaake_Chr08_09155924	NLR	Canonic	Canonic
Chr08_09001834	kitaake_Chr08_09218187	RLK	notCanonic	notCanonic
Chr08_09016956	kitaake_Chr08_09233309	RLK	Canonic	Canonic
Chr08_09025842	kitaake_Chr08_09242197	RLP	Canonic	Canonic
Chr08_09039794	kitaake_Chr08_09256150	RLK	Canonic	Canonic
Chr08_09671380	kitaake_Chr08_09863904	NLR	notCanonic	notCanonic
Chr08_09798581	kitaake_Chr08_09991094	NLR	notCanonic	notCanonic
Chr08_09825247	kitaake_Chr08_10005401	NLR	notCanonic	notCanonic
Chr08_10071863	kitaake_Chr08_10355300	NLR	notCanonic	notCanonic
Chr08_10144699	kitaake_Chr08_10433928	RLP	Canonic	Canonic
Chr08_10658260	kitaake_Chr08_10959207	RLK	Canonic	Canonic
Chr08_11798031	kitaake_Chr08_12036698	NLR	Canonic	Canonic
Chr08_11965754	kitaake_Chr08_12204395	NLR	Canonic	Canonic
Chr08_11974848	kitaake_Chr08_12213490	NLR	Canonic	Canonic
Chr08_14055935	kitaake_Chr08_14263984	RLP	Canonic	Canonic
Chr08_14673055	kitaake_Chr08_14838106	RLK	notCanonic	Canonic
Chr08_14717605	kitaake_Chr08_14885174	NLR	notCanonic	notCanonic
Chr08_15435283	kitaake_Chr08_15699547	RLK	Canonic	Canonic
Chr08_17372231	kitaake_Chr08_17986335	NLR	Canonic	Canonic
Chr08_17427398	kitaake_Chr08_18041324	NLR	Canonic	Canonic
Chr08_17451968	kitaake_Chr08_18065894	NLR	Canonic	Canonic
Chr08_17653845	kitaake_Chr08_18267847	RLK	Canonic	Canonic
Chr08_18329828	kitaake_Chr08_18907198	NLR	Canonic	Canonic
Chr08_18346022	kitaake_Chr08_18923392	NLR	Canonic	Canonic
Chr08_19124597	kitaake_Chr08_19720433	NLR	Canonic	Canonic
Chr08_19697858	kitaake_Chr08_20311229	NLR	Canonic	Canonic
Chr08_19705239	None	NLR	Canonic	NA
Chr08_19719130	kitaake_Chr08_20327053	NLR	Canonic	Canonic
Chr08_20389564	kitaake_Chr08_20947870	NLR	Canonic	Canonic
Chr08_20395487	kitaake_Chr08_20953793	NLR	Canonic	Canonic
Chr08_20569373	kitaake_Chr08_21131294	RLK	Canonic	Canonic
Chr08_21583488	kitaake_Chr08_22151595	RLK	Canonic	Canonic
Chr08_21760608	kitaake_Chr08_22328422	RLK	Canonic	Canonic
Chr08_21770154	kitaake_Chr08_22337969	RLK	Canonic	Canonic
Chr08_24379176	kitaake_Chr08_25214718	RLK	Canonic	Canonic
Chr08_25017318	kitaake_Chr08_25858582	RLP	Canonic	Canonic
Chr08_25034740	kitaake_Chr08_25876003	NLR	notCanonic	notCanonic
Chr08_25060836	kitaake_Chr08_25902077	RLK	Canonic	Canonic
Chr08_25735566	kitaake_Chr08_26593708	RLK	notCanonic	notCanonic
Chr08_25933872	kitaake_Chr08_26792047	RLK	Canonic	Canonic
Chr08_26159872	kitaake_Chr08_27038757	RLP	Canonic	Canonic
Chr08_26978129	kitaake_Chr08_27853216	NLR	Canonic	Canonic
Chr08_26989744	kitaake_Chr08_27864831	NLR	Canonic	Canonic
Chr08_27016962	kitaake_Chr08_27892053	NLR	Canonic	Canonic
Chr08_27089248	kitaake_Chr08_27961472	RLP	Canonic	Canonic
Chr08_27130160	kitaake_Chr08_28005172	NLR	notCanonic	notCanonic
Chr08_27179263	kitaake_Chr08_28054310	NLR	Canonic	Canonic
Chr08_27185247	kitaake_Chr08_28060294	NLR	Canonic	Canonic
Chr08_27209931	kitaake_Chr08_28085204	NLR	notCanonic	notCanonic
Chr08_28292480	kitaake_Chr08_29163189	RLK	Canonic	Canonic
Chr09_00906946	kitaake_Chr09_00866538	RLK	Canonic	Canonic
Chr09_02385669	kitaake_Chr09_02370510	RLP	Canonic	Canonic
Chr09_03805649	kitaake_Chr09_03715239	NLR	notCanonic	notCanonic
Chr09_04933207	kitaake_Chr09_04830981	RLK	Canonic	Canonic
Chr09_05110134	kitaake_Chr09_04996850	NLR	Canonic	notCanonic
Chr09_05276098	kitaake_Chr09_05180298	NLR	notCanonic	notCanonic
Chr09_05483585	kitaake_Chr09_05387776	NLR	Canonic	Canonic
Chr09_06120137	kitaake_Chr09_06025162	NLR	notCanonic	notCanonic
Chr09_06958911	kitaake_Chr09_06763581	RLK	Canonic	Canonic
Chr09_08118804	kitaake_Chr09_08067727	NLR	Canonic	Canonic
Chr09_08267832	kitaake_Chr09_08216965	NLR	Canonic	Canonic
Chr09_08316031	kitaake_Chr09_08265164	NLR	notCanonic	notCanonic
Chr09_08354311	kitaake_Chr09_08303433	NLR	notCanonic	notCanonic
Chr09_09419945	kitaake_Chr09_09017669	NLR	Canonic	Canonic
Chr09_09581077	kitaake_Chr09_09257600	RLK	Canonic	Canonic
Chr09_09674617	kitaake_Chr09_09351357	NLR	Canonic	Canonic
Chr09_09681913	kitaake_Chr09_09358653	NLR	Canonic	Canonic
Chr09_09777527	kitaake_Chr09_09454536	NLR	notCanonic	notCanonic
Chr09_10785210	kitaake_Chr09_10353763	RLK	Canonic	Canonic
Chr09_10808220	kitaake_Chr09_10378201	NLR	notCanonic	notCanonic
Chr09_10937014	kitaake_Chr09_10513175	RLK	notCanonic	notCanonic
Chr09_10956083	kitaake_Chr09_10532227	RLK	Canonic	Canonic
Chr09_11004822	kitaake_Chr09_10582608	RLK	Canonic	Canonic
Chr09_11020020	kitaake_Chr09_10593867	RLK	Canonic	notCanonic
Chr09_11039914	kitaake_Chr09_10613757	RLK	Canonic	Canonic
Chr09_11059910	kitaake_Chr09_10633431	RLK	notCanonic	notCanonic
Chr09_11143786	kitaake_Chr09_10718103	RLK	Canonic	Canonic
Chr09_11184394	kitaake_Chr09_10758831	RLK	Canonic	Canonic
Chr09_11213452	kitaake_Chr09_10787893	RLK	Canonic	Canonic
Chr09_11268028	kitaake_Chr09_10842461	RLK	Canonic	Canonic
Chr09_11372007	kitaake_Chr09_10941710	RLK	Canonic	Canonic
Chr09_11387269	kitaake_Chr09_10956972	RLK	Canonic	Canonic
None	kitaake_Chr09_10980760	RLK	NA	notCanonic
Chr09_11436373	kitaake_Chr09_11022833	RLK	Canonic	Canonic
Chr09_11446568	kitaake_Chr09_11034356	RLK	notCanonic	notCanonic
Chr09_11506443	kitaake_Chr09_11093054	RLK	Canonic	Canonic
Chr09_11556180	kitaake_Chr09_11142736	NLR	notCanonic	notCanonic
Chr09_11588842	kitaake_Chr09_11178368	RLK	Canonic	Canonic
Chr09_11622785	kitaake_Chr09_11213812	RLK	notCanonic	notCanonic
Chr09_11664442	kitaake_Chr09_11255387	RLK	Canonic	Canonic
Chr09_11993428	kitaake_Chr09_11646819	NLR	Canonic	Canonic
Chr09_11998700	kitaake_Chr09_11652091	NLR	Canonic	Canonic
Chr09_12005852	kitaake_Chr09_11659205	NLR	Canonic	Canonic
Chr09_12627180	kitaake_Chr09_12281048	RLK	Canonic	Canonic
Chr09_14009920	kitaake_Chr09_13699786	RLK	Canonic	Canonic
Chr09_15320529	kitaake_Chr09_15013483	RLK	Canonic	Canonic
Chr09_17321153	kitaake_Chr09_17056310	RLP	Canonic	Canonic
Chr09_18375761	kitaake_Chr09_18112536	RLK	Canonic	Canonic
Chr09_18395863	kitaake_Chr09_18132638	NLR	Canonic	Canonic
Chr09_18405860	kitaake_Chr09_18142632	NLR	notCanonic	notCanonic
Chr09_20162092	kitaake_Chr09_19924692	NLR	Canonic	Canonic
Chr09_20167776	kitaake_Chr09_19930213	NLR	Canonic	Canonic
Chr09_22243912	kitaake_Chr09_22060233	RLK	Canonic	Canonic
Chr10_00930020	kitaake_Chr10_00936236	RLK	Canonic	Canonic
Chr10_01159239	None	UC	notCanonic	NA
Chr10_01226977	kitaake_Chr10_01233212	RLK	Canonic	Canonic
Chr10_01266469	kitaake_Chr10_01272702	RLK	notCanonic	notCanonic
Chr10_01308414	kitaake_Chr10_01314623	RLP	Canonic	Canonic
Chr10_01455951	kitaake_Chr10_01502875	RLK	Canonic	Canonic
Chr10_01546382	kitaake_Chr10_01613785	NLR	notCanonic	notCanonic
Chr10_01642565	kitaake_Chr10_01710465	NLR	Canonic	Canonic
Chr10_01875535	kitaake_Chr10_01943866	NLR	Canonic	Canonic
Chr10_01893315	kitaake_Chr10_01961646	NLR	notCanonic	notCanonic
Chr10_01897784	kitaake_Chr10_01966115	NLR	Canonic	Canonic
Chr10_01909316	kitaake_Chr10_01977647	NLR	Canonic	Canonic
Chr10_01955667	kitaake_Chr10_02024664	NLR	Canonic	Canonic
Chr10_02018955	kitaake_Chr10_02087962	NLR	Canonic	Canonic
Chr10_02054952	kitaake_Chr10_02124251	NLR	notCanonic	notCanonic
Chr10_02230133	kitaake_Chr10_02292894	NLR	Canonic	Canonic
Chr10_02769756	kitaake_Chr10_02832718	RLK	Canonic	Canonic
Chr10_03500565	kitaake_Chr10_03640684	RLK	Canonic	Canonic
Chr10_03514904	kitaake_Chr10_03655023	RLK	Canonic	Canonic
Chr10_03911196	kitaake_Chr10_04052131	NLR	Canonic	Canonic
Chr10_04026942	kitaake_Chr10_04168282	NLR	notCanonic	notCanonic
None	kitaake_Chr10_04266690	NLR	NA	notCanonic
Chr10_04095939	kitaake_Chr10_04289122	NLR	Canonic	Canonic
Chr10_04210618	kitaake_Chr10_04362081	NLR	notCanonic	notCanonic
None	kitaake_Chr10_04387985	NLR	NA	Canonic
None	kitaake_Chr10_04444058	RLP	NA	Canonic
Chr10_04263441	kitaake_Chr10_04498520	NLR	Canonic	Canonic
Chr10_05697138	kitaake_Chr10_06024725	NLR	Canonic	Canonic
Chr10_07592072	kitaake_Chr10_08091086	RLK	notCanonic	notCanonic
Chr10_08942517	kitaake_Chr10_09446390	NLR	notCanonic	notCanonic
Chr10_08957575	kitaake_Chr10_09461448	UC	Canonic	Canonic
Chr10_09667167	kitaake_Chr10_10196220	RLK	notCanonic	notCanonic
Chr10_09757144	kitaake_Chr10_10305895	RLK	Canonic	Canonic
Chr10_10956347	kitaake_Chr10_11612111	NLR	Canonic	Canonic
Chr10_11088189	kitaake_Chr10_11744107	RLK	Canonic	Canonic
Chr10_11186975	kitaake_Chr10_11870600	RLK	notCanonic	notCanonic
Chr10_11329238	kitaake_Chr10_12012747	NLR	notCanonic	notCanonic
Chr10_11533313	kitaake_Chr10_12225671	NLR	notCanonic	notCanonic
